title	etime	content	vote	comment
전공책 5번은 본거 같은데	10/23 16:25	대가리에 남아 있지를 않네 볼 때마다 새로워	0	5
충전기	10/23 16:23	혹시 스타벅스 장대점에 계신분 c타입 충전기 빌려주실분 있나여…. 없겠져….ㅠㅠㅠㅠ	0	0
군무원학원다니는데	10/23 16:13	다음달 기본반끝나고 심화반 들어가거든 근데 선생님이 진지하게 공부계속할지 생각해보래..  수년간 나같은애 많이봤다고 어떻게하면좋지...	0	4
ㅇㅅㅇ 머리 아파	10/23 16:13	1+2+3+4+5+. . .<1-2+3-4+5-6+. . .	0	12
타로 잘보는곳	10/23 16:12	알려주라	0	1
중급회계2 왕현선교수님 월수반 내일 수업 없죠??	10/23 16:09	11시 수업 내일 안 하ㅏ죠?	0	1
취준은	10/23 16:08	커플끼리 취준은 같이 하는게 좋아 아님 한명이 먼저 취직하는게 좋아??	0	2
혹시 비행기 티켓을 이메일로 받았는데	10/23 16:08	실수로 그 이메일 삭제했는데 다시 받을 수 있지..? 항공사에 문의해보려고 하는데 자꾸 예약번호를 치래서 멘붕오는데 우야노..	0	4
경영 장호규 교수님이	10/23 16:07	아기고양이 입양할 사람 있냐고 싸캠에 글 올리심 어미 잃어버려서 눈병도 있는 젖먹이 아기고양이를 병원 가서 진료도 다 받고 임시보호하고 계시대 	23	2
저널리즘의 이해	10/23 16:05	ㅊㅈㅇ 교수님 따로 한글파일 안 주셨지?	0	0
원가회계 질문	10/23 16:04	저 당기투입원가가 왜 저 숫자들인지 모르겠는데 아시는 분 있나요?	0	3
나 오늘 똥	10/23 16:03	나 오늘 똥 60cm이상 쌈 기분 최고임	0	13
근데 카공 왜하는거임?	10/23 16:01	궁금해서 물어봄 노래 때문에 집중도 안되고 오래있을려면 음료도 계속 시켜야해서 돈은 돈대로 나가는데 어차피 돈나가는거 독서실이나 다른곳에서 하는	0	25
인간관계에 현타올때	10/23 15:59	다들 어떻게 극복해?	0	2
24시 카페에	10/23 15:58	막 열시간씩 잇으면 민폐여?	0	2
3학년 방학때는 뭐해야하나요	10/23 15:55	여행가도 되나요ㅠㅠ	0	4
삽립호빵도	10/23 15:54	SPC였어,,,	0	1
초코하임 좋아하는 사람 있니	10/23 15:54	나처럼 하나 먹으려다 0.5~1박스씩 먹는..?	0	2
지식 교환 하실 분 있나용	10/23 15:54	저는 일본어 N1 있는데 일본어 배우고픈 수학 잘 하시는 분 구해용!! 참고로 저는 작년 10월부터 일본어 시작해 12월 N2, 올해 6월 N1	0	0
my ex girlfriend	10/23 15:48	나도 언제 걔한테 친추를 걸었는지 기억이 안나지만 걔가 페북 친추 받아줬는데 뭘까	0	8
나 저학번 욕하고 싶어요~	10/23 15:46	같이 욕해주세요~	0	5
싸우지 말고	10/23 15:43	입결이나 신경 쓰자	0	0
벼락치기 할려고	10/23 15:43	도서관 갔는데 머리아파서 30분 있다 바로 나옴; 나만 이러냐	1	2
오늘 오픽 봤는데 이렇게 나옴	10/23 15:41	오픽 준비하는 사람들 참고하셈 난이도 6-6 1 자기소개 요가 2 요가할 때 입는 옷 설명 3 요가할 때 루틴 4 요가 어떻게 처음 시작했는지,	2	1
ㅈㅎㅊ교수님 경제의이해	10/23 15:38	내일 수업 없나요 ?? 수업 관련해서 뭐라고 말씀하셨던 것 같은데 기억이 안 나네요 ㅠ	0	0
정보와게임	10/23 15:35	정보와게임 과제 좀 알려주실분…	0	1
피하지방 진짜 잘 안 빠진다 ㅠ	10/23 15:33	ㅠ	0	1
경제의 이해 ㅅㅇㅅ 교수님	10/23 15:19	강의 안하신부분 어딘지 아시는분……!!! ㅠㅠ	0	0
세라믹 소성변형 안일어나서	10/23 15:17	잘 깨져요 ..? dislocation이 생기기 어려운데 왜 brittle 한가요 ㅠㅠ ?	0	3
10월 말에 목도리	10/23 15:09	오바임?	0	2
(업뎃) 며칠동안 잠수탄 남친	10/23 15:07	뭐때문에 기분서로 상했는데 그다음날 연락 서로 안하다가 하루뒤 미안하다는식으로 보내니깐 나: 미안하다는 내용 걔가 : 00아! (이름만부름) 나	0	7
이빨 빠진 호랑이를 뭐라하는지앎?	10/23 15:06	호랑 ㅋㅋㅋㅋㅋ	2	1
백마인턴	10/23 15:02	시작할때 2일정도 빠져야되는건 안되겠지..? 신청하지 말까.?	0	2
탄산수에 뭐 타먹을만한거 ㅊㅊ좀	10/23 15:01	어쩌다 탄산수 2박스 생겼는데 그냥 먹으려니 못먹겠다	0	7
인문고전 철학적이해	10/23 15:00	듣는분 계신가요…	0	1
등산2일차	10/23 14:59	워낙 사람들이 많이 멈춰있는 곳이라 누가 돌을 치워버렸음.. 그래서 조금 더 외진곳에다가 쌓으려공	0	0
룸메가 하루 종일 통화한다...	10/23 14:58	죽일까?	0	4
알바 면접갈때 이력서 흑백인쇄 ㄱㅊ?	10/23 14:51	사진 흑백으로 가도 되겠지? 오반가?	0	7
n개 컴언어를 구사하는 나	10/23 14:42	파이썬하는데 if문 c언어 문법으로 쓴것때문에 답 잘못나온걸 몰라서 몇시간날림 싯8	0	5
며칠동안 잠수타버린 남친한테	10/23 14:36	오늘 자존심버리고 10번 전화했는데 안받아 근데 차단은 안해 도대체 뭘까	0	14
플립 너무 예쁘잖아???	10/23 14:34	크림 색 너어어무 예쁘잖아???	0	5
재수강  최대 학점	10/23 14:31	재수강 할때 최대한 받을 수 있는 학점이  B정도 인가요??	0	2
충남대쪽 무말랭이 파는 곳	10/23 14:27	어디있오? 무말랭이 먹고싶어ㅜ	0	5
청바지 요즘 어디까 마니 입나여	10/23 14:21	선물할거에요 예산은 10만원정도	0	9
와플대학 같이 시키실 분	10/23 14:21	긱사 와대 같이 시키실 분 구해요	0	1
컴프2중간고사	10/23 14:19	오픈북인가요?	0	4
공대인데 수학재밌네	10/23 14:18	수학과 복수전공하고싶다	0	3
요리나 칼질 해본적 없는데 피방 알바 가능?	10/23 14:18	유일하게 하는 요리가 라면 끓이기임ㅎㅎ 보건증 있고 카페 알바랑 편의점 알바 경력 있음. 피방 알바 할수 있을려나.  무엇보다 조리 잘 할 수 	0	5
근데 내 발보다	10/23 14:16	너내가 맨날 쪼물딱거리는 스마트폰이 더 더러움	0	18
원가회계 질문!!	10/23 14:16	총원가비례법 적용해서 조정 후 매출원가 구할 때, 배부율 분모에 왜 원재료ov는 안 들어가나요? 재공품ov+제품ov+매출원가ov 이렇게만 들어가	0	14
남자 중에 게임 안하는 친구들은	10/23 14:12	취미로 뭐 해??	0	6
중앙난방인 사람?	10/23 14:10	지금 틀어줘? 바닥도 너무 추워ㅜㅜ 밤에 자다가 잠깐 깰 정도인데 틀어졌는지 안틀어졌는지 어떻게 확인해?	0	8
여자 양말은 포상인데	10/23 14:07	다들 왜이러지	0	3
11월 곧 군대가는데	10/23 14:05	11월 운전병 예정인데 군대에서 월 25만원씩 엄마한테 보내주면 제대하고 보험료랑 유지비만 내주시고 운전시켜준다는데 이득이야??	0	4
찜질방 가고 싶다	10/23 13:58	크아ㅠ	0	0
도서관 도시락 싸서 다니는 사람 있나??	10/23 13:57	어디서 먹어?? 혼자 먹기 뻘쭘하네..	0	13
와야커피	10/23 13:52	아메리카노 얼만지 아시는분	0	1
일선 타학과 전공	10/23 13:52	공부하기 진짜 싫네 ㅋㅋ	1	1
도서관이나 열람실에서	10/23 13:50	정자세인데 신발 벗고  발로 자기 신발 밟고 있는거 비매너다 vs 아니다 ??	0	7
내일 독문화산책 시험	10/23 13:49	독일 유명인 외워야 되나..?	0	4
너네는 귀구멍 청소 뭐로 하니?	10/23 13:47	난 면봉에 소독용 에탄올	0	12
카공 vs 집공	10/23 13:46	ㅇㅇ	0	2
궁동 꿔꿔향 마라탕 존맛탱 추천~~	10/23 13:45	ㄱ  ㄱ	0	0
풀 먹는 치즈	10/23 13:45	농냥이	3	0
나 남잔데	10/23 13:43	여자 발냄새 조아함	0	5
의자에 양반다리 습관인 사람들은	10/23 13:40	운동을 해야됨 자세가 무너진거임 더 후방 사슬이 있으면 관절로 체중을 버티는 자세가 사라짐	2	12
학교 통학버스	10/23 13:39	공대쪽에 정류장 있던데 거기서 타면 되나요?  거기서 시간표 어디꺼 보면 되나요? ㅜㅜ	0	0
집 근처 도서관 오늘 6시까지 하는데	10/23 13:39	집에서 할까 그냥 도서관 갈까?	0	2
학생증 잃어버리신 언론정보학과 22학번 분	10/23 13:34	도서관 분실물 박스 위에 놔뒀습니다. 찾아가세요~	0	0
집밖에 나갔으면 알아서들 신발 신어	10/23 13:32	뭘 신발벗고 앉아있냐 뭐 10시간 비행기 타세요? ㅋㅋ	0	0
영어회화 ㅈㄹㅁ교수님	10/23 13:30	시험 이번주인가여?	0	0
짜파구리 도시락 vs 짜파구리 핫바	10/23 13:28	후자가 더 쌈	0	1
남친이 취미로 프라모델이나 피규어	10/23 13:26	둘 중에 하나 모으고 싶다는데 뭐라하지....	0	13
머리가 ㅈㄴ 똑똑하면 당장 뭐할거야?	10/23 13:26	행정고시를 본다거나 재수를 해서 일단 서울대를 간다거나 뭐할거야?	0	9
보통	10/23 13:15	23에 연애 몇번?	0	5
기초독일어 ㅊㅁㅅ교수님 시험범위	10/23 13:14	시험범위가 4과 본문까지였나? 4과 연습문제는 시험범위 아니고??	0	0
둔동 범맥주	10/23 13:11	vs 호랑이	0	0
건대 전기전자공학부 vs 충대 전자공	10/23 13:05	수준 차이 많이 남? 어차피 둘이 손잡고 지방공장 가야되는데 그럼 충대가 이득 아님?	0	6
근데 이거	10/23 13:01	공공장소에서 비매너인거 팩트인데 댓글들 다 왜 이러냐..	0	53
어제 gsat 보신 분들	10/23 12:57	잘 보셨나요?	0	4
휴일마다 보충안하신거	10/23 12:53	갑자기 다 지나고 와서 금요일날 수업하신다는데ㅠ 좀 당황스럽다 아무리 생각해도 줌으로 하시던가, 아니면 미리 말씀 해주시지 휴일 다 지나고 공지	0	0
의류학과 족보 있나요	10/23 12:51	저만 모르는거 아니겠죠	0	1
dsc공유대학하면서 한밭대교수과목들은 후기	10/23 12:45	1. 빛의 속도를 340m/s라 표현하지않나? 2. 무슨 시험을 비대면시험이라해도 줌도 안들어오고 보라하지 않나?(대놓고 컨닝가능>> 강제오픈북	6	12
5살로 돌아가고싶다	10/23 12:44	어른은 괴롭다	0	2
노트북 쓸 수 있는 스카 어디임	10/23 12:42	키보드 쓰기 눈치 보여서 마우스는 무소음임	0	1
상평 16명	10/23 12:41	ㅈ같다	0	2
나 머리60인데 나보다큰사람 딱 3명봄	10/23 12:34	훈련소시절	0	9
홈피 통합 관련 의견 게시판에 글 확인합시다!	10/23 12:32	https://plus.cnu.ac.kr/_prog/_board/index.php?code=sub071005&site_dvs_cd=kr&menu	4	0
갤탭 S7fe 쓰시는 분 있나요?	10/23 12:30	게임안하고 필기, 공부용으로 사려는데 괜찮나요?	0	5
할거 존나 많은데	10/23 12:24	잠 많이 잤다 헤헤	0	2
오늘 99행??	10/23 12:23	구구	0	2
긱사 11동 12층	10/23 12:22	입주민 분 죄송합니다ㅠㅠ 제가 층을 착각하고 잘못눌렀어요  ㅠㅠㅠ	0	0
충대 근처에 전지 파는 곳 어디있나요?	10/23 12:22	충대 정문쪽 알파문고 이외에 다른 곳이요!	0	3
아니 이거 진짜냐?	10/23 12:21	경상대 통합하고 밭대급되었는데	1	9
졸업하지말걸	10/23 12:20	취준기간 길어지니까 막막하고 소속감도 없어서 힘드네	0	1
01년생	10/23 12:18	현우진과의 여행을 시작하지	0	23
3동 기타랑 드럼소리 멈춰줘..	10/23 12:17	뭐 앰프 켜논거 같은데 제발 멈춰줘	0	4
베레모 54호인데 작은거임?	10/23 12:14	제일 작은건 몇 호까지 있어?	0	12
수시납치당한사람있어?	10/23 12:11	일단 나.. 수능 원서도 못써봤네	0	11
나 충대 송강인데	10/23 12:10	꼬실 여자 있음? 받아 줄 의향있음	0	6
19학번 선배 만나는게 내로망이었는데	10/23 12:09	누나들 내년이면 다 졸업하시겠지?	0	13
국제통상론 ㅅㅅㅎ교수님 쉅 듣는사람	10/23 12:08	셤범위 렉쳐노트 4까지 맞음?	0	1
아오 그만 싸워라 좀	10/23 12:08	ㅡㅡ	0	0
궁금한데 사람을 왜이렇게 비꼬는거임?	10/23 12:03	spc가 선량한 기업 아닌건 분명하고 그래서 알리자는 취지로 글 올려도 응 건설현장에서도 사람 죽음~ 이러네 그런 태도로 살면 기분이 좋아짐? 	0	5
01인데 군생활 20프로도 못한 사람 개추 ㅋㅋ	10/23 12:02	일단 보닌 15프로 ㅋㅋ	0	9
긱사 점심 먹을만 해?	10/23 12:01	닭강정 / 두부 던데	0	0
현직세	10/23 11:54	내일 수업 없는 날 맞지요.?	0	7
화장 딱칠한 어중간한 남자 세명이서	10/23 11:54	카페에서 인스타 얘기 인스타로 여자 어쩌구 저쩌구 각을 잡느니 마느니 인생샷 어쩌고 찍어줘 저쩌고 2시간동안 개정난 발처럼 여자 얘기만 하는데 	2	5
겔럭시탭 쓰시는 분들	10/23 11:47	전공책 pdf 파일에도 필기 잘 되나요? 아니면 pdf사진따서 따로 필기하나요?	0	6
으악	10/23 11:46	ㄷㄷ... 기숙사 9동 상태	2	12
대학원 납치당한 사람있어??	10/23 11:44	여기에	0	7
태평소가	10/23 11:43	이정도는 아니잖아???	0	10
spc 또 인명사고 났음	10/23 11:37	이번에는 40대 남자	6	13
건대가 시립대 급으로 올라온게	10/23 11:34	배윤경 때문이지?	0	2
기숙사 질문 있어요!	10/23 11:34	기숙사 학점 순으로 선발하는 걸로 알고 있는데  기숙사 합격 학점 커트라인을 확인할 수 있는 방법이 있나요?	0	5
도서관	10/23 11:28	벼락치기 하루 몰빵하려는데 아직 사람 많음?	0	2
대학영어2 대럴 교수님	10/23 11:22	중간고사 그림 주어지는 문제는 7~8문장 쓰면 되고 교과서에서 골라주신 문제는 1~2문장으로 쓰는 거 맞나요?? 제가 이해한 게 맞나 확인하려고	0	0
국어 조교 알바 자리 없나	10/23 11:18	있으면 소개시켜주세요	0	3
리더십 ㅊㄷㄹ교수님	10/23 11:16	시험범위 아는사람!	0	0
고백 3번했는데	10/23 11:13	친구만 3명 생겼습니다.	0	2
지금 기숙사 덤앤덤	10/23 11:13	열었나?? 아시는분들~	0	0
자취생한테 피자	10/23 11:07	L가 국룰임? 남으면 냉동실 넣으면 되니까?	0	0
에타 자게하면 도태찐따임	10/23 11:00	인스타 논쟁 스탑  인싸들은 시간표로만 쓰거나 핫게만 잠깐 보고 만다 게다가 일요일 오전부터 인스타 안하면 찐 티령하면서 에타중? 오우쉣 ㅋㅋ	0	2
인스타 안하면 도태찐따 맞아 왜 부정해?	10/23 10:58	어그로가 아니라 진심으로 하는 말이야	2	5
인스타 안 하는 남자 좋다는거 개소리임	10/23 10:48	존잘남이거나 그냥 타고난 씹인싸(물론 이런 애들은 90%이상 이미 인스타 함)일 때만 해당함. 그냥 어딜가든 있는 평범한 놈이면 오히려 초반에 	0	6
컴잘알 님들아	10/23 10:48	hdmi c타입 케이블로  노트북에다가 갤탭 연결하면 듀얼모니터처럼 사용 가능한가요?	0	5
스키	10/23 10:44	스키 05분반인 사람?	0	1
주말 긱식 신청 안 했는데	10/23 10:33	이따가 식권? 구매해서 바로 밥 먹을 수 있나요	0	2
시험안꿑난 학과 많음?	10/23 10:18	ㅈㄱㄴ	0	2
남친 며칠 잠수는타는데	10/23 10:14	해어지자는것같은대 왜 전화차단은 안할까	0	2
얼른	10/23 10:08	스키타러 가고싶다	0	0
인스타 안해도 전혀 상관없음	10/23 09:58	괜히 남 눈치보고 깔지는 말자	0	4
밭대나	10/23 09:48	여기나 이제 내신 4점대도 그냥 들어오는 학교다	0	6
패패승승승	10/23 09:27	낭만이 있는 경기를 보여줘 DK	1	4
이거만 보고 공부하려했는데	10/23 09:26	5세트를 가버리네	0	0
공기계 잘아시는분	10/23 09:17	동생 옛날 휴대폰을 공기계로 쓰고 있는데 오늘아침 공기계로 저한테 전화가 걸려왔다고 하더라고요. 저는 전화를 건 적이 없는데... 캡쳐한걸 보니	0	8
문제해결을 위한 코딩기초 ㅊㅇㅇ교수님	10/23 09:12	내 기억에는 학기초에 전화번호랑 cnu 이메일 알랴주셨던것 같은데 적어 놓은 노트를 잃어버렸어... 혹시 알려주면 작지만 사례할게 내가 코로나 	0	0
밀크티 안단곳 추천 해줄수 있어?	10/23 08:21	죽동 희스밀은 너무 달더라 진한 홍차에 우유넣은 구수한게 좋은데	0	0
군대 전역하고 일본여행 친구 둘이서 갈려는데	10/23 08:13	3박4일이면 대충 얼마 정도?	0	7
지금도서관 알람 누구냐	10/23 08:04	오분째 울리는데 진짜 좀 에티켓은 지켜라	0	2
잠을 푹 자도 개운한 기분이 안 들어	10/23 08:01	피곤이 좀 남아 있는 느낌 어떻게하면 개운하게 일어날까	0	1
너네 지혜뀽	10/23 07:35	아냐	0	0
자연계열 정시 입결	10/23 06:53	.	0	17
막창먹고싶다	10/23 06:50	지금 사오거나 시킬만한곳 있음?	0	0
괜히 예외처리한다고 코드 몇줄 더써놨다가	10/23 06:30	시키는거 안해가지고 20시간을 코드에만 날려먹었네 나는 스파게티다	0	2
교양은 전날 밤샘하면 비쁠은 뜸?	10/23 06:23	제발..	0	2
새벽 갬성	10/23 06:20	코노 갈 사람 있나	0	0
썸남 썸녀	10/23 06:15	프뮤가 트로트이면 정떨임??	0	1
두번째 시험 담주에볼거면	10/23 05:50	도대체 세번 시험치는 의미가 뭐고.. 시험기간만 한달하는 느낌이네 빡친다	0	0
번호 줘	10/23 05:48	ㆍ	0	2
충남대 축제	10/23 05:35	한 발 10cm게스트로 빅나티 확정이네 중간에 와서 10cm만  정이라고하자 부르고 감 10cm는 남아서 노래 더 부르고 그리고 10cm끝나고 	0	6
매 시험마다 더닝 크루거를 느낀다	10/23 05:11	뭔가 아는건 없는데 공부 다한거 같음	0	1
힌트주면 유튜버찾아줄수있어?	10/23 03:59	?	0	8
지금까지 안그랬는데 오늘따라	10/23 03:57	한글파일 렉 너무걸려.. 왜이러지 과제하는데 너무짜증난다	0	0
남자들아	10/23 03:52	궁금한거잇는데 쪽지좀	0	7
투자론 ㅈㅎㄱ 시험	10/23 03:51	시험 사캠에서 보는거 맞나요??	0	1
렌소 도대체 어디서 신청하는건가요	10/23 03:34	제발 알려줘	0	4
육회와 연어 라인	10/23 03:32	도대체 이시간에 창문열고 왜 노래를 싸지르는걸까 며칠째야	0	0
요새 오른쪽 아랫배에 뭔가 만져지는데 뭔지 아시는분	10/23 03:17	오른쪽 아랫배에서 살짝 위 정도에 장기가 계속 만져지는데 누워있을때나 늘어져 앉아있을때 느껴지는게 묘하게 불편해 혹시 원인을 아시는분 있나 글써	0	9
침대 밑 청소하고	10/23 03:16	비염 잇는데 코 존나 막히는데 이거 침대 밑 먼지들이 공기중에 존나게 날아 다니는 거 맞냐	0	0
스이쨩와~	10/23 03:08	쿄모 카와이~	0	1
포켓몬빵 인기 끝났음?	10/23 02:59	초코롤 하나 보이네	0	4
군대라는 책임감 글에 난 공감하지 못한다.	10/23 02:56	많은 군필들이 그렇게 생각할거다. 사고 없이 건강하게 전역하는 것만으로도 군생활 잘한거라고. 책임감을 가질 수 없는 집단이다. 나는 포병부대에서	4	7
흐음	10/23 02:48	적적하다	0	0
리톤 반 니탈레 명언	10/23 02:43	기록되는 영웅보다 많은 피를 흘린 자는 기억 속에 잊힌 희생자들이다 그들을 잊지 않고 감사해야만 현재를 살 수 있다	1	2
일본어 공부한다	10/23 02:40	"""홀로라이브"""	0	8
시작됐다	10/23 02:40	수족냉증...	0	3
호떡 같이갈분	10/23 02:34	손 발 드십시오	0	3
넷플릭스 두 자리	10/23 02:32	남았습니다 함께 하실 분 구해욥	0	3
내일	10/23 02:26	밥먹자	0	0
나	10/23 02:24	연애하고싶다 남친 있는 사람 부러움 ㅠ	0	16
의대생 특	10/23 02:22	나도 모름	0	0
겨울에 스키갈분 예약받음	10/23 02:18	쪽지줘 빠릴	0	2
자취방 보일러	10/23 02:00	보일러 조절하는거 없는데 바닥은 뜨끈뜨끈함 이거 전기세 더나오는거 아님?	0	1
미국인으로 태어났어야했다	10/23 01:58	미국국적 사촌형 이번에 메타(페이스북) 들어감 초봉 2억원 ㅅㅂ	0	9
12동도 문제 많은가보네	10/23 01:55	소음관련 글이 몇개냐 거의 저번학기 9동급	0	3
공용 건조기 걍 꺼버려도되나	10/23 01:54	ㅆㅂ 이시간에 건조기 처 돌려놔서 쇠 부딪치는 소리 존나 나는데 꺼버려도 됨?  이시간에 건조기 돌려놓을 사람이면 전원 꺼버려서 옷 안말라서 냄	0	2
[KSCY 2023 winter 퍼실리테이터 모집 공고]	10/23 01:51	[KSCY 2023 winter 퍼실리테이터 모집 공고] KSCY에서 2023 winter 시즌을 함께 이끌어 나갈 퍼실리테이터 분들을 모집합니	0	1
잘자요	10/23 01:49	굿 애프터눈, 굿 이브닝, 굿 나잇	0	4
볼드한 글씨체 좋아해서	10/23 01:47	마침 또 가을이라 브라운 계열 구매하려고 하는데 솔직하게 어떤지만 평가좀 차라리 무난한 색상을 사는게 좋을까..?? 그레이 블랙은 있는뎁…	0	7
컴입 ㅎㅎㅇ교수님 과제7 2번 푸신분...	10/23 01:39	제발...	0	1
논리에 관해서	10/23 01:38	페미니즘 여사친이랑 대화하다가 이런이야기가 나왔음 운동이야기 하다가...  상대적으로 남자가 근육이 더 빨리 붙는다 그리고 그래서 남자가 힘이 	0	15
강화학습 공부하시는분	10/23 01:35	같이 공부하실분 있으신가요? Coursera 강의들으면서 하려고합니다!	0	3
나도 이성을 후리는 사람이 되고 싶다	10/23 01:28	자고 싶으면 자고 놀고 싶으면 노는 그런 사람	1	2
대기 없는 산부인과 아는사람??	10/23 01:26	잘 안봐줘도 되니까 30분안에 대기 진료 끝났으면좋겠는데 충대근처엔 없겠지ㅠㅠ?	0	7
같이	10/23 01:25	카공이나 할래?	0	1
랜덤소개팅	10/23 01:23	매일매일 신청 가능?	0	6
재무관리 ㄱㅂㅎ	10/23 01:21	듣는사람 ㅠㅠㅜ	0	2
전쟁 날까??	10/23 01:19	진짜 이게 1년만에 일어난 일 이라는게 놀라움	0	9
귤 L S M 종류많은데 뭐가 가장 맛있어?	10/23 01:12	중간사이즈가 가장 맛있는거같은데 그게 M인가	0	3
필테 vs 피티	10/23 01:07	뭐가 더 좋을까요?	0	1
랜소 1대1 3대3 중에 추천 ㄱㄱ	10/23 01:04	ㅈㄱㄴ	0	4
축제	10/23 01:04	목요일 축제 같이 줄 서실분 있나여…? 한 두시 반..?? 이때부터 줄설껀데.. 친구가 수업가서 혼자 줄서야하거든요ㅠㅠ 근데 다른건 모르겠고 화	0	4
축제	10/23 00:59	공대축제랑 같은위치에서 해요?	0	1
요즘은 180도 메리트 있는키가 아닌듯?	10/23 00:56	180이 그냥 평균느낌이고 오히려 딱180이다? 이러면 좀 작은 느낌까지 드네	0	11
안토니 멀티골 가즈아~	10/23 00:55	드가자	0	2
네이버 밴드처럼 게시글을 올리는데	10/23 00:55	게시글은 승인된 사람만 보이고 나머지는 댓글만 볼수있는 그런 sns 있나요?	0	1
학교 근처 레터링 케이크	10/23 00:52	추천해주세요!	0	1
ㄱㅂㅎ 교수님 투자론 듣는사람	10/23 00:47	셤범위 어디까지임?	0	0
다들 중고거래 종종 이용함?	10/23 00:41	난 구매는 꺼려서 안 하는데  안 입는 옷이 많은데 올리면 팔릴까..??ㅠㅠ	0	2
충남대 x YOASOBI(by대동제)	10/23 00:40	일본내 BTS다음으로 유명한 그룹! 유투브 조회수 2억뷰의 주인공   yoasobi가 충남대 대동제에 찾아옵니다!(세계 최초! 내한 확정) 곡 	1	13
