title	etime	content	vote	comment
상남자의 금일 야식	10/23 00:38	밥 한 공기 반 배추쌈 쌈장 청양고추 2개 참치캔 1개 군내나서 빤 묵은지 며칠 동안 우려먹은 무우국 저녁 거르고 그냥 참다가 잠이 안와서 먹음	0	0
의예과 혹은 생물관련학과 형눈나들	10/23 00:35	최근 1주일동안 식습관이 엄청 엉망이었거든요. 1일 1콜라하고 편의점 음식(라면, 핫바, 주스)이랑 패스트푸드로 떼웠는데 이러다 당뇨올 거 같아	0	13
축제 마지막날	10/23 00:34	축제 기간인 수,목,금 중에 금요일 밤~새벽에도 사람들 술 많이 마시나요?	0	3
학교 북부운동장 풋살장	10/23 00:32	학교 북부운동장 풋살장 어떻게 빌리는지 아시는분 있나요..?	0	2
물류센터 자키써본사람잇니	10/23 00:29	앞으로밀때 방향햇갈리네	0	2
교수님 미설상 그룹상담하는데	10/23 00:28	무슨 얘기해? 또 어디까지 오픈하고 얘기해야돼? 뿌ㅇㅅㅇ~~~	0	3
중급회계2 ㅇㅎㅅ	10/23 00:24	중간범위 알려준 한글파일에서 12장: 1-5단계 예제문제라고 나와있는데 나는 12장 문제 계산형으로 나오는거면 건설계약 진행 같은거 나올거 같은	0	1
정신이 나가버린건가	10/23 00:21	진짜 좆된걸로는 별생각 안드는데 사소한걸로 갑자기 네거티브해짐	0	1
전공 공부	10/23 00:18	2학년인데 화수목에 각각하나씩있는데 큰일났다 공부해도 모르겠는데 진짜 죽고싶다 공부해도 어차피망할텐데라는 생각부터든다	0	11
음	10/22 23:38	아이패드를 팔고 갤탭을 살까 갤럭시폰을 아이폰으로 바꿀까 뭐가 나음?	0	1
충대 정문 레자미 아파트	10/22 23:38	배달 같이 시키실 분 구합니다!	0	0
C/C++ 공부하면서 예전부터 궁금했던게	10/22 23:30	int main()을 써서 항상 마지막에 return 0; 해줘야 하면 그냥 다 void main()으로 해서 반환값 없애는게 낫지 않나. 굳이	0	8
주차권 등록할 때 가져갈 서류 있을까	10/22 23:30	?? 재학증명서 ??	0	4
기숙사식당정확히 언제끝나는거임?	10/22 23:30	시간적힌거 끝날때 딱 그쯤에 끝날줄알았는데 그때 먹으러 오는 사람있는거보면 걍 그사람들 다 먹을때까지 하나벼?	0	2
갤탭	10/22 23:29	64gb는 금방참? 무조건 128이 낫나?	0	21
상법 ㅇㅈㅁ 족보삽니다	10/22 23:28	쪽지주세요ㅜ	0	1
과애들 존나싫당	10/22 23:27	으으으으ㅡ 극혐..	0	22
모의토익 결과 언제쯤 나올까	10/22 23:19	잔짜 7일 걸리나	0	0
대학생들 취준 유행 변천사	10/22 23:19	2010년대 중후반까지 공무원 개인기-> 공기업 메타-> 현재는 전문직 시험(cpa,세무사,행시 등)메타 이거라는데 맞음?	0	11
전과	10/22 23:15	관세사 목표로 무역학과로 전과 vs 일반 사기업 취직 목표로 경영 전과	0	3
노가다판에서 왤케힘없냐고 잔소리들음	10/22 23:15	난 왤케약하지	0	5
이거 내가 예민한건지 봐줄래?	10/22 23:09	친구랑 궁동 놀러왔다가 오 c는 뭐야 너네도 과잠이 있어? 라는말이 왠지 비꼬는것 같아서  기분이 나빴음 기분 나쁠만한가? 친구는 서울 중상위권	0	11
토익 도저히 혼자 못하겠어서 그런데	10/22 23:04	스터디 내가 만들어볼라구 올려본당..!! 같이 하실분 있나요 서너명 생각하고 있음!!	0	11
원가회계 질문	10/22 23:02	여기서 7,500원은 어떻게 나온건가요?	0	10
편순이	10/22 22:58	아마도 마지막 생초콜릿..? 푸르밀 없어지면 이거도 못 먹냐ㅠㅠㅠ 조넨 맛있는데	0	6
과거가 부끄러운 사람있음?	10/22 22:57	속된말로 양아치였던..	0	35
낼	10/22 22:56	카공 기?	0	4
대학영어2	10/22 22:56	ㄷㄹ ㅁㅋㅁ 교수님꺼 듣는분 있으신가요?	0	3
노래맞추기 하실분	10/22 22:53	진행자1 참가자4 오픈톡방 파서 할게요 진행자가 노래틀고 음성녹음 해서 올리면 채팅으로 맞추기	0	4
축제 안내 같은 건 어디서 볼 수 있어요?	10/22 22:52	가고 싶은데 지금 정보를 하나도 모르겠어요ㅠ	0	1
이거에대해 어떻게 생각함?	10/22 22:50	나는 ㅈㄴ아니꼬운데 내가 시대흐름에 적응 못하는거임?	0	9
뭔가 좀 치고 싶다	10/22 22:46	포켓볼이나 때리러 갈래?	0	2
한밭대 축제	10/22 22:44	최예나 온다던데 난 최예나 보러간다ㅇㅇ	0	1
MBTI에서 가장 큰 오류	10/22 22:44	I와E가 아니라 4가지인데 두가지로 나눠놓으니 I인데 친구들은 E같대요 같은 헛소리가 나오는거임 내성 : 사람들과 어울리는게 불편함 외성 : 사	4	11
영어학 특강 들으시는 분들	10/22 22:41	저희 기사 교수님이 설명 안해주신갓도 시험범위인가여!”?	0	0
하	10/22 22:38	코노나 갈래?	0	1
12동 11층 제발 조용히 좀 해주세요	10/22 22:35	12동 11층 진짜 맨날 소리 지르고 싸우고 조용히 좀 해주세요	0	6
집 대전인데 봉명동 오피스텔 자취하고싶다..	10/22 22:32	버스 한번 타면 왕복 두시간정도…	0	7
키180에	10/22 22:32	자긴 별로 안크다고 키작다고 하는데 이거 기만이야?	0	21
투표 ㄱㄱ	10/22 22:32	시험 2일 남았는데 집중이 넘 안대사 1. 도서관에서 공부 그냥 더해 2. 스카가서 공부해 3. 긱사가서 공부해 4. 낼 아침에 일찍 인나서 해	0	4
고대세종 과잠 지리네	10/22 22:30	이 날씨에 세종에서 단체로 과잠입고 스카오는데 내 과잠이랑 바꾸고 싶다	0	6
기초글쓰기 ㅇㅅㅈ 교수님 중간 언젠지 아시는분	10/22 22:30	있나요???	0	0
충남대가 날아가 버렸으면 좋겠어	10/22 22:23	공부하기 싫어서 만들었습니다	60	16
집에서 부모님하고 같이 사시는분들	10/22 22:23	흡연하시나요?? 본가가면 뭔가 흡연하기 좀 눈치보이네요…	0	8
응용열역학 분량 뭐이리 많아 ㅅㅂ	10/22 22:21	나 진짜 죽는다고	0	1
리중딱	10/22 22:20	리중딱딱	0	4
궁동 로데오 코노 하나밖에 없나	10/22 22:08	아는 사람 마주칠까 무서운데..	0	11
노트북 머가좋음?	10/22 22:08	예산은 일단 160언더 정도 생각하고 있고 코딩이랑 그래픽작업 그리고 간단한 게임 정도..? 사실 내가 구린 노트북을 거의 7년째 쓰고있어서 뭘	0	18
도서관 빈백 자리 지갑	10/22 22:05	빈백에서 립밤이랑 지갑 놓고 가신분 도서관 카운터에 맡겨놓을게요 이름만 확인하느라 신분증만 봤습니다 내용물은 일절 손대지 않고 그대로 뒀어요 ㅈ	0	3
도어투도어 14시간정도	10/22 22:03	아침 6시 반에 나가서 집오면 저녁 8시 연봉 3200  너네라면 다닐수 있겠어?	0	4
진짜 너무 춥다	10/22 22:03	우리집 중앙 난방인데 집주인한테 제발 보일러좀 틀어달라 했더니 11월에 틀어준다고 다른 사람들은 아무말도 없는데  왜 나만 그러냐고 함 이거 신	0	0
너넨 어떤 mbti가	10/22 22:02	이상형이니? mbti 재밌어하는 친구들아 댓글달아즈릭 궁금해	0	16
아 도서관서 자꾸 기침하니까	10/22 22:01	눈치보여서 나왔다. 코로나 아님 그냥 감기임	0	1
기숙사 옆방에서	10/22 21:57	노래부르는 거 들은 적 있어?	0	2
편의점	10/22 21:56	술추천	0	7
현생윤 들으시는분	10/22 21:55	나만 중간고사 대체과제 하기 싫고  귀찮고 어렵고 짜증나고 때려치우고 싶고 철학자들 다 도덕펀치 날리고 싶어?	0	0
오늘 결제한 영수증 있는 분!?	10/22 21:51	오늘 결제한 영수증 있는 분!? 편의점이나 음식점에서 카드로 긁은 영수증 있는 사람 좀 부탁드려요 ㅠ 회사 출장비 받으려면 대전에 왔다간 증빙자	2	1
입영예정일나오면	10/22 21:50	출국못함?	0	6
디자인과 생활	10/22 21:49	들으시는 분 계신가요!	0	0
궁동에 붕대파는 편의점 있어요?	10/22 21:47	손다쳐서 붕대 필요한데 혹시 아는분 계세요?	0	0
질문있음	10/22 21:45	그 우리 축제 때 주점 몇 시까지 열어?? 알려주라	0	0
시험기간인데 핫게가 왤케 조용함?	10/22 21:43	빨리 핫게 올려줘	3	1
내 물리 답지	10/22 21:43	도서관 1층 자유실에서 물리답지 훔쳐간 새끼 찾으면 죽인다. 지금이라도 자수하고 좋게좋게 마무리하자	3	6
밥먹고 간식 끊는거	10/22 21:36	어떻게해 ..? 긱사생인데 긱사밥 먹고 무조건 편의점 가서 과자나 달달한 초코 하나씩 꼭 먹게돼 .... 미치겠어 살 빼야하는데 안먹으면 자꾸 	0	8
살까 말까	10/22 21:36	가볍게 입을 패딩 사고 싶은데 어떰?	0	11
영어교육 ㅈㅇㅅ 교수님	10/22 21:34	우리7장 진도 다 안나간거 같은데 시험에 7장 전체가 나오는거야?	0	0
원가회계 이거 이렇게 푸는거 맞나요?	10/22 21:31	답지 봤는데 딱히 풀이과정이 안나와있어서요ㅠㅠ	0	21
공무원공부중인데	10/22 21:29	일뽕이라서그런가 국사하기 ㅈ같네	1	8
지금 수능공부 생각하는 친구들아	10/22 21:27	반수생인데 대학시험 기간엔 그렇게 수능공부 마렵더니  정작 휴학내고 수능공부 시작하니까 개젛노잼이다 학창시절을 미화시키지 마라 ㅠㅠㅠㅠㅠ 절대로	0	2
연애 ㅈㄴ잘 하게 해줄게	10/22 21:26	연애 ㅈㄴ 잘하게 해주는 어플개발 예정인데 많은 도움이 필요합니다! 연애 상담도 해드리니 많은 작성 부탁해요 https://moaform.com	0	2
사캠 온라인 시험	10/22 21:26	모바일로 해도 되나요?	0	0
파이썬	10/22 21:20	if 조건문 : 수식 콜론뒤에 d=win+1 인 수식이 붙어있는데 굳이 저렇게 쓰는 이유가 뭔가요? 들여쓰기 안하고 if문과 위치가 같게 하는 	0	2
롤 한판 하실분 급구!	10/22 21:19	현재 4명이고 구간은 실버~골드입니다.  닉네임 쪽지나 댓글에 알려주세요!	0	0
경제의이해 ㅅㅇㅅ교수님	10/22 21:17	께서 14장까지 시험범위이고 강의 안한부분은 안나온다고 하시는데 강의 안한부분이 어딘지 알려주실 분...?ㅠㅠㅠ	0	0
물리 시험 볼때	10/22 21:16	풀이과정중에도 단위 완벽하게 다 적나요? 물론 적는게 정석인건 아는데 복잡할 때 빼고는 숫자로 답 구해내고 답 적을때 단위 붙이는게 편하고 좋은	0	2
전기공	10/22 21:16	질문 좀 받아주세용	0	2
재이수 질문	10/22 21:15	재이수해서 전학기보다 낮은성적나오면 더 낮은 성적으로 바뀌나요?	0	1
아 손님 안왔으면 좋겠다	10/22 21:14	계속 와아아아ㅐㅓㅓㅓㅓㅓㅓᆞ	0	11
이럴땐	10/22 21:13	어떻게 풀어야죠?	0	4
우리 엄마 계속 쿠팡 배달에 꽂혀서	10/22 21:08	저녁에 운동겸 같이하자고 계속 나랑 아버지한테 말하시네 아버지는 이럴거면 그냥 자기 대리운전 뛸거라고 짜증 중	0	1
폰 고장나서 S22로 바꿨는데  디자인진짜 아이폰 닮았네	10/22 21:05	애플이 뭐라고 안 하는게 신기할따름	0	7
진지하게 편입, 반수 고민이네	10/22 21:04	나를 객관적으로 평가해봤을 때 집안도 괜찮고 돈도 좀 있고 외모도 괜찮은데 학벌만 좀 어떻게 개선되면 좋을듯함... 이런 경우는 좀 뒤처지더라도	0	6
알바하면서 제일 짜증나는 부류	10/22 20:57	같이 일하는 사람중 자기가 일 잘한다고 착각하는 부류들임 출근도 정각에 맞춰서 해 싹싹하기만 하면 일 잘하는 줄 알아 이런애들 보면 제일 답답함	0	8
인터넷만 상품으로 구매하면 와이파이는 사용 못 해?	10/22 20:55	상품이 이렇게 구분 되어 있는데 인터넷 설치하면 모뎀 설치해주잖아 거기에 랜선 꼽아서 공유기로 연결하면 와이파이 사용 못 하나?	0	8
계절학기때는	10/22 20:53	조별과제있는 과목들어야겠다 사람만나는거 두렵지만 도전한다	0	2
오늘은 러시아나 북한 뭐 안함?	10/22 20:53	뉴스가 죄 정치얘기뿐인데 나 뭐 놓친거 없지?	0	1
인간적으로 부정행위는 하지말자	10/22 20:51	제발	0	3
다들 옷세탁할때	10/22 20:50	일반세제써? 중성세제써?	0	1
다들 플리 어떤 기준으로 정리함	10/22 20:49	장르? 분위기? 듣는 상황?	0	3
전공에 대한 자신감은 sin그래프와 같다	10/22 20:48	어? 할수 있겠는데? 와 어? 하나도 모르겠는데? 가 반복된다	0	5
지금 코로나 걸린사람	10/22 20:46	나만 이렇게 아프냐 ㅅㅂ 뒤지겠다	0	2
진숙게이는 그… 없나?	10/22 20:40	여기까지만 하겠습니다 하하	2	3
물질대사 과정에서	10/22 20:40	NAD, NADH, NAD+ 의 관계 잘 아시는 분 계신가요? 질문이 있어서요!	0	9
100만원이하 스니커즈 추천받아요	10/22 20:39	네	0	1
조교는 어떤 루트로 되는거임?	10/22 20:38	학부생에서 원생되고 원생에서 조교로 진화하는거임? 글고 왜해??? 돈주나	0	6
ds = r d(theta)	10/22 20:34	원에서 왜 ds= r d(theta)가 되나요??	0	7
궁동에서 카드주우신분..	10/22 20:33	핑크색입니다ㅜ	0	0
친구요청으로 올립니다 ^^	10/22 20:28	안녕하세요! 저희는 명지대학교 창업 입문 강의를 듣고 있는 학생들입니다. ✅ 이 설문지는 ’펫 관리 플랫폼 이용 관련 고객의 니즈‘ 를 조사하기	0	8
코로나 재유행한다는데	10/22 20:24	코로나 변이, 이전 보다 강한거 나와서 다시 실외 마스크 규제들어갈 확률 높을까? 도대체 언제끝나는거야ㅠ 실내마스크규제는 언제푸냐구	0	8
커피 맛집 추천좀	10/22 20:21	배달도 괜찮고 궁동에서 커피맛집 어디야?	0	2
응화공 선배님들..	10/22 20:20	ㅎㄱㅅ 교수님 의견서 보통 대략적으로 1개당 몇점씩 인가요????	0	2
중앙대가 요샌 탈 중경외시 됨?	10/22 20:17	서성한>=중>경외시 느낌인가?	0	10
향기	10/22 20:10	방금 도서관 지하2 층 165번 자리 앉으셨던 분 책읽으시다가 가신 분 향 너무 좋았습니다 ㅠㅠ 향수냐 섬유유연제냐 물어보고싶었는데 망설이다 못	1	49
불매하는 거 맞나	10/22 20:09	파바 알바하는데 손님 개개개많음 오히려 저번주보다 많음	1	4
봉명동쪽 스카 추천해주실분!!	10/22 20:08	좀 어두운 조명이나 그런데있을까요?!	0	1
똑같은놈이구만ㅋㅋ	10/22 20:03	글삭튀했네	0	1
님들 음식 투표좀	10/22 20:02	1. 치킨 2.족발 3. 피자 4. 프로틴	0	8
한숨을 안쉬고싶은데	10/22 20:00	계속 쉬어지면 어떡하지 약간 에휴 느낌이 아니라 숨을 크게 내쉬게 된달까	0	5
레더자켓지금사면	10/22 19:57	많이못입겠지?	0	4
갤탭 살까 아이패드 살까	10/22 19:54	노트북은 삼성인데 폰은 아이폰	0	5
ㅠ	10/22 19:53	매정해요	8	6
내가 그냥 리테일샵에서 일하는데	10/22 19:49	우리매장은 쇼핑백따로 없어서 안주거든, 파는게 크기가 작아서 굳이 쇼핑백 필요없을 사이즈라서.  근데 어떤 손님이 쇼핑백없어요? 이래서  네 따	0	0
한 컴퓨터에 파이썬 버전만 4개깔려있다	10/22 19:47	이거 맞나 과제할때마다 버전이랑 환경변수 설정 해줘야되네	0	7
차 보험비 관련 질문 드려요!	10/22 19:44	나이 22에 차 사면 유지비, 특히 보험비 많이 나가잔아요. 근데 저희 아버지가 자기 보험에 묶으면 많이 싸진다는게 이게 무슨 뜻인지 아신가요.	0	7
철학 복수전공 어때	10/22 19:44	나 철학이 너무 재밌음	0	12
전역당일은	10/22 19:43	군인이라 상관없죠?	0	9
혼맥 안주 ㅊㅊ	10/22 19:42	오늘 공부 끝이라 저녁 먹으면서 맥주 마실라고	0	3
진지하게 충대오면 알파메일 ㄱㄴ?	10/22 19:39	.	0	5
공부	10/22 19:38	공부하려 마음 먹었지만 아직 안 나간 사람?	0	3
회계 잘하시는 분 질문 하나만 받아주세요..	10/22 19:30	원가회계 문제 풀 때 “원재료”는  “직접재료원가+간접재료원가” 가 아니라 “직접재료원가”만을 말하는건가요..? 만약에 맞다면 왜 그렇게 보는건	0	5
기숙사 3동 자판기	10/22 19:30	있나요? 8동에는 1층에 있었는디 3동은 안보여서요	0	0
인스타안하면 너무찐따같냐?	10/22 19:29	ㅇㅇ남자	0	14
맥도날드 고래회충 나왔다는 거 진짜냐??	10/22 19:28	50만원으로 입막으려했다던데 +짤추가	0	17
내년에 여친사귀고 여행간당	10/22 19:27	시험준비해야하니  4일정도만 갔다와야겠다..	0	0
체력단련시간에	10/22 19:27	뜀걸음뛸때 못따라가서 찍혔네...그게 그렇게 큰 죄인가	0	13
6동인지 7동인지 모르겠다만	10/22 19:20	교내에서 대놓고 역주행 지리네 이 미칀놈년아 ㅋㅋ 거 몇 미터도 안 되는 거리 좀 더 빨리 가겠다고 지이라알을 해요 아주	0	6
아빠 내년부터	10/22 19:19	우리학교에서 명예교수 한다는데 이 넓은 학교에서 마주치겠음? 설마?	0	8
우주로의 여행	10/22 19:19	절대평가야 상대평가야?	0	2
원가회계 시험 보셨던 분들!	10/22 19:19	개념묻는 문제는 안나오고 문제 푸는 것만 나오나요?	0	1
이휴	10/22 19:19	무맆아파서 근무도 못서는 놈이 농구는 쳐하고 있고  전역 3일 남았는데도 개빡치네	0	9
조커가 잘만든 영화라고 생각하진 않지만	10/22 19:14	현사회를 잘반영한 영화라곤 생각함	1	4
군대만 안갔더라도..	10/22 19:13	4년하고 학석 연계로 마치면 25 살.. 더 좋은 곳 가서 박사 노려도 한참 남은 나이.. 지금 나이 25, 이제 4학년 주위 여자 동기들은 석	0	2
새벽에타 썸남이 술집여자랑	10/22 19:07	만난적 많지만 너무나 만나고 싶다는 답정너가 레전드였지 ㅋㅋㅋ	1	2
토익공부 같이할사람..	10/22 19:05	ㅠ	0	4
학점교류	10/22 19:02	시험 치고 제출한 사람도 재시험이야? 제출한 사람은 재시험 못 치게 할까봐 걱정이네...너무 급하게 치느라 재검토도 못 해봤는데	0	7
분쟁의 세계지리 들으신분 있으신가요?	10/22 19:00	ㅠㅠ 질문할게있습니다 성적관련해서요	0	0
새벽에타 수준	10/22 18:57	ㅋㅋㅋㅋㅋㅋㅜㅠㅠㅠ	1	2
급하게 쳤는데	10/22 18:57	시험친사람도 재시험인가..재시험보기 시른데	0	2
ㅋㅋ님들아	10/22 18:55	안뇽안뇽	0	5
공기업 고졸전형으로 지원하면 더 쉬워?	10/22 18:54	아니면 경쟁자가 더 많아서 어려워? 워낙 공기업 들어가기가 어려우니까 이 전형으로 지원해볼까해서	0	7
오랜만에 한컴타자연습해봤는데	10/22 18:48	초딩때 100 나왔는데 지금 400대 나오네  어릴때 500넘는다고 자랑하던애들 지금 600넘을라나	0	6
일요일에 안과	10/22 18:47	충대 주변에 일요일에도 진료하는 안과 아는사람 내일 가야할 것 같은데	0	2
엄마…아빠…	10/22 18:46	용돈줘….	0	3
부유함에서 나오는 여유	10/22 18:45	느껴지는 친구가 있는데 너무 부럽다	1	5
피부 하얀 여자분들 보면 나만 설렘?	10/22 18:43	ㅈㄱㄴ	0	5
공부가 너무 하기 싫어요	10/22 18:42	시험 못볼 것 같다랄까	1	1
인공지능과 미래사회 ㅊㅎ교수님	10/22 18:40	시험범위 어디까인지 아시는 분 계신가요? 시험 관련 안급한거 아시는 분 쪽지좀 주세요ㅠ	0	2
외국인 손님	10/22 18:39	왤케 개념이 없지;;  애들 못 뛰어다니게 부탁했는데도 그냥 말만하고 내버려두네 ; 동남이나 서양에서는 애들 공공장소에서 뛰는거 그냥 내버려두나	0	4
여자가 우월해 보이면 뭐임??	10/22 18:37	동경이 있음	0	1
일선들아 시험보러갔냐?	10/22 18:36	ㅇㅇ?	0	10
SPC 불매 길어야 두달 봄	10/22 18:33	그동안 불매운동 어떻게 끝나는지 너무 많이 봤음 어찌어찌 감시단 조직하고 나치나 게슈타포, 오가작통제마냥 서로 눈치주면서 할로윈까지는 넘겨도 크	1	9
수능선물	10/22 18:32	부담되지않는선에서 수능선물 뭐가 괜찮나요??	0	14
20분 동안 시험시간인데 15분 밖에 시험 못 봄 이거 해 말아?	10/22 18:31	응시하면 일단 5분 깎여서 들어가는 거 아냐 아예 재시험 기다릴까 아님 일단 시험 치고 볼까?	0	2
knu9 전화해봄	10/22 18:30	오늘 시험안볼거래  다시 공지할거래 기다리지마 난밥먹으러간다	0	1
한번찐따는 영원한 찐따구나	10/22 18:30	슬프다	0	6
토요일인데 뭔 시험타령이냐	10/22 18:29	ㅇㅇ?	0	1
일선 시험 30분까지였는데	10/22 18:28	시험보다가 팅겨서 그대로 지금 28분됐네 근데 사이트 들어가지네ㅅㅂ	0	1
knu9 거점대학학점교류	10/22 18:26	터졌으면 빨리 복구를 하든가 못할거면 빨리 안내문자를 주든가 들어가지지도 않는 페이지 보면서 이게 뭐하는짓이냐 30분째	0	0
생화학	10/22 18:25	혹시 생화학 수업듣는분 계신가요?? 아님 들었던 분도 계실까요?? 교수님 상관없이 부탁드릴게 있어서요ㅜㅜㅜㅜ	0	1
일선 재시험볼것같대	10/22 18:25	KNU9 전화해봤는데 사이트 불안정한거 맞고 시험보던거 저장 안될수도 있고 재시험 공지 나중에 나올 것 같대	5	8
반지갑 둘둥하나 골라줘	10/22 18:24	남자23 가격 다 떠나서 디자인, 오래사용 할거라 몇번추천해?	0	16
거점국립대학교 홈페이지 뭐하자는 거냐?	10/22 18:24	아예 들어가는 게 안되네 씨발 시험 45분까진데 실화임?	0	1
7시까지 계속 새로고침 해야되나	10/22 18:23	아예 들어가지도 못하는데 걍 저녁이나 먹을까	0	0
아 빨리 미뤄진다는 문자나 주지	10/22 18:23	앉아서 계속 머하는거냐	0	2
일선 서버 왜이래	10/22 18:20	문제 다 풀고 제출버튼 눌렀더니 503 서비스 에러 뜨네...	0	8
일선시험 치다가	10/22 18:20	503 오류로 터짐	0	0
503 떳네	10/22 18:20	내 시험..	0	0
아 알바가야되는데	10/22 18:20	시험도 못 보고 가게생겼네 ㅅㅡㅡㅂ	0	4
내 시험시간....	10/22 18:18	실시간으로 깎이는 중	0	4
마케팅전략 ㅅㅈㅁ교수님 중간고사 언제인가요	10/22 18:18	ㅈㄱㄴ	0	3
일선 한 문제 풀려다가	10/22 18:17	튕김....아 제발....	0	4
나 들가졌는데	10/22 18:16	시험봐도 되나.. 더 ㅈ될거같은데	0	7
일선 503떴네...	10/22 18:16	시험 담주로 밀리겠당...	0	5
일선	10/22 18:16	데이터베이스 쓰기 오류가 뭐야... 503 service 뜨는데	0	0
일선 전화도 안됨 ㅋㅋ	10/22 18:14	뭐하자는거야..	0	5
내친구 어떡하냐	10/22 18:14	공익인데 공익도 미루고 알바도안하고 공부도안한다 학자금대출받아서 차산다는데 진짜 어떡하냐 얘가 잘사는게아니라서 극구 말리고싶은데 미치겠다	0	4
지금 제일ㅈ좃된건 서버 관리자분이 아닐까?	10/22 18:14	울고 싶으실 듯...?	0	5
일선 페이지 접속했는데	10/22 18:13	로그인하자마자 칼빠꾸	0	5
일선 시험	10/22 18:12	본사람?	0	1
학점교류	10/22 18:12	이러면 다른날짜에 시험치는건가..아..	0	7
일선 들어가지면 그때라도 시험 봐야되나???	10/22 18:10	아직도 안 돼ㅠㅠ	0	6
학점교류	10/22 18:08	사이트 들어가진사람 있어?	0	3
일선 사이트 되는 사람	10/22 18:07	나 아직도 안돼ㅠㅠㅜㅠㅜ	0	7
나 이거 임영웅 티켓팅할때 봤어	10/22 18:07	딱 이랬음	0	0
셤기간에 볼링 딱 한판만 같이 칠 사람	10/22 18:07	아무나 구함	0	2
컴입 ㅎㅎㅇ 교수님 과제 도와주세요ㅠㅠ	10/22 18:06	과제7 하는데 너무 모르겠어요 도와주실 분..ㅜㅜ	0	1
일선 사이트	10/22 18:05	시험인데 안들어 가지는데 이거 어떡하냐 진짜 미치겠다ㅠㅠㅠㅠ	0	11
의류학과를 우습게 보고있네	10/22 18:04	용서 못해	0	2
학점교류 시험인데	10/22 18:03	사이트 터지면 우째치라고...	0	5
